titulo,autor,ISBN_13,ISBN_10,ano,paginas,idioma,editora,rating,genero
Conexão Magia,Helena Gomes,9788579800658,857980065X,2011,432,português,Rocco,4.2,
Conexões espirituais,Rebecca Rosen,9788532525826,8532525822,2010,263,português,Rocco,3.8,
Confesso Que Menti,Justine Larbalestier,9788501089168,8501089168,2014,320,português,Galera,2.8,
Confiança,Francis Fukuyama,9788532506603,8532506607,1988,456,português,Rocco,3.7,
"Confidências, confusões e... MAIS GAROTAS!",Gustavo Reiz,9788579800382,8579800382,2010,237,português,Rocco,3.9,
Confie em mim,John Updike,9788532502100,8532502105,1988,284,português,Rocco,3.3,
Confissões de Narciso,Autran Dourado,9788532512796,8532512798,1997,160,português,Rocco,3.4,
Confissões de um engraxate em Wall Street,Doug Stumpf,9788532523587,8532523587,2008,326,português,Rocco,3.4,
Confissões de um pai Doméstico,Juva Batella,9788574797045,8574797049,2003,111,português,Planeta,3,
Confissões de uma Banda,Nina Malkin,9788501075444,8501075442,2007,304,português,Galera,3.5,
Confissões Verídicas de Um Terrorista Albino,Breyten Breytenbach,9788532502124,8532502121,1985,428,português,Rocco,2.9,
Congo,Michael Crichton,9788532512352,8532512356,2001,378,português,Rocco,3.8,
Connaisseur Acidental,Lawrence Osborne,9788598078038,8598078034,2004,296,português,Intrínseca,3.7,
Conquistando o Inimigo,Jonh Carlin,9788575425053,8575425056,2009,277,português,Sextante,4.3,
Conquiste Sua Independência Financeira,Brian Tracy,9788575427071,8575427075,2011,96,português,Sextante,3.5,
Conselhos Espirituais do Dalai Lama,XIV Dalai Lama (Tenzin Gyatso),9788587795588,8587795589,2004,83,português,Verus,3.7,
Conselhos sobre a Morte,XIV Dalai Lama (Tenzin Gyatso),9788532518293,853251829X,2005,156,português,Rocco,3.9,
Consiga um aumento e seja promovido com rapidez,Brian Tracy,9788575426555,8575426559,2011,112,português,Sextante,3.3,
Conspiração Astral: Missão Amizade,Angélica Lopes,9788532518170,8532518176,2005,116,português,Rocco,3.2,
Construção de Estados,Francis Fukuyama,9788532518262,8532518265,2005,172,português,Rocco,4.2,
Contos De Amor e Ciume,Machado de Assis,9788561384043,8561384042,2008,176,português,Rocco,4.1,
Contos de Fadas & Pesadelos,Melissa Marr/ M.A. Marr,9788579802195,8579802199,2014,384,português,Rocco,3.7,
Contos de Terror do Navio Negro,Chris Priestley,9788561396251,8561396253,2012,264,português,Pavio,4.2,
Contos dos Irmãos Grimm,Irmãos Grimm,9788532519047,8532519040,2005,315,português,Rocco,4.2,
Contos para Presentear as Pessoas que Amo,Enrique Mariscal,9788560096022,8560096027,2007,131,português,Planeta,3.8,
Contos Populares Japoneses,Adriana Lisboa,9788561384272,8561384271,2008,86,português,Rocco,4.3,
Contrate e mantenha as melhores pessoas,Brian Tracy,9788575426616,8575426613,2011,112,português,Sextante,3.9,
CONTRATOS SAGRADOS,CAROLINE MYSS,9788532515193,8532515193,2007,480,português,Rocco,5,
Convergências,Octavio Paz,9788532500939,8532500935,1991,244,português,Rocco,5,
Conversando com Jesus,Sarah Young,9788543101606,8543101603,2014,224,português,Sextante,4.3,
Conversas iradas com Deus,Susan E. Isaacs,9788576861270,8576861275,2011,259,português,Verus,4,
Conversas Sobre Politica,Rubem Alves,9788576860716,8576860716,2002,116,português,Verus,4,
Conversas sobre política,Rubem Alves,9788587795304,8587795309,2002,116,português,Verus,4,
Copa do Brasil - do inferno ao paraíso,Sport Club Corinthians Paulista,9788589239783,8589239780,2009,80,português,Gutenberg,3.3,
Coração de Pedra,Phillip Margolin,9788532510471,8532510477,1999,354,português,Rocco,3.9,
Coração Negro,Justin Somper,9788501083630,8501083631,2010,464,português,Galera,4.3,
corações e vidas,Fay Weldon,9788532500038,853250003X,1989,337,português,Rocco,3.9,
Corações Migrantes,Maryse Condé,9788532513755,8532513751,1995,358,português,Rocco,3.4,
Corinthians campeão paulista 2009,Augusto Daniel Júnior,9788589239721,8589239721,2009,128,português,Gutenberg,3.9,
Corpo e Mente em Equilíbrio,Osho,9788575423493,8575423495,2003,135,português,Sextante,4.1,
Corpo Estranho,Adriana Lunardi,9788532521163,8532521169,2006,271,português,Rocco,4.7,
Corpos em Movimento,Mary Anne Mohanraj,9788532519788,8532519784,2002,300,português,Rocco,3.5,
Corra,Mario Sergio Andrade Silva,9788560096626,8560096620,2009,176,português,Planeta,3.8,
"Corra, a vida te chama",Boris Cyrulnik,9788532528582,8532528589,2013,240,português,Rocco,4.5,
Correspondências,Clarice Lispector,9788532514868,8532514863,2002,336,português,Rocco,4.4,
Corte Súbito,Sandra Brown,9788532527462,8532527469,2012,400,português,Rocco,4,
Cortina de fumaça,Sandra Brown,9788532525833,8532525830,2010,456,português,Rocco,4,
Cowboys & Aliens,Fred Van Lente,9788501094247,8501094242,2011,100,português,Galera,3.3,
Cowboys & Aliens,Joan D. Vinge,9788501095664,8501095664,2011,368,português,Galera,3.5,
Cozinha À Prova de Ratos,Saira Shah,9788532529862,8532529860,2015,336,português,Rocco,3.7,
Crepúsculo dos Aspectos,Christie Golden,9788501402301,8501402303,2014,266,português,Galera,4.2,
Crepúsculo: Livro de Anotações da Diretora,Catherine Hardwicke,9788598078601,8598078603,2009,176,português,Intrínseca,4,
Crescendo,Becca Fitzpatrick,9788580570380,8580570387,2011,288,português,Intrínseca,0,
Criança Tem Cada Uma,Verus,9788576860501,8576860503,2009,88,português,Verus,4.2,
Criança Vodu,Tony Bradman,9788561384401,8561384409,2008,96,português,Rocco,2.7,
Criando Magia,Lee Cockerell,9788575424797,8575424793,2009,272,português,Sextante,4.2,
Criando raízes,Philip Gulley,9788575421321,8575421328,2004,144,português,Sextante,4.1,
Criatividade e Grupos Criativos,Domenico de Masi,9788575420928,8575420925,2003,800,português,Sextante,4.1,
Criatividade e Grupos Criativos: Fantasia e Concretude - Vol. 2,Domenico De Masi,9788575421741,8575421743,2005,310,português,Sextante,5,
Criatividade S.A.,Ed Catmull,9788532529565,8532529569,2014,320,português,Rocco,4.5,
Crime,Irvine Welsh,9788532526731,853252673X,2011,416,português,Rocco,3.5,
Crime em dois tempos,Elizabeth George,9788532521064,8532521061,2002,223,português,Rocco,3.1,
Crime Passional,Mary Higgins Clark,9788532512345,8532512348,2001,180,português,Rocco,3.2,
Crimes de Guerra,Christie Golden,9788501052759,8501052752,2014,336,português,Galera,4.3,
Crimes Imperceptíveis,Guillermo Martinez,9789504918974,9504918972,2008,240,português,Planeta,3.7,
"Crise, Oportunidade de Crescimento",Leonardo Boff,9788587795342,8587795341,2002,212,português,Verus,4.3,
Crítica da Razão Criminosa,Michael Gregorio,9788576652212,8576652218,2006,464,português,Planeta,3.7,
Crônicas de Viagem,Peter Ferry,9788532527547,853252754X,2012,272,português,Rocco,3,
Crônicas Para Jovens,Clarice Lispector,9788561384968,8561384964,2010,141,português,Rocco,4,
Crônicas para Jovens de Escrita e Vida,Clarice Lispector,9788579800085,8579800080,2010,144,português,Rocco,4.2,
Croquê humano,Kate Atkinson,9788532512239,8532512232,2001,363,português,Rocco,3.7,
Cuba Libre,Elmore Leonard,9788532511034,8532511031,2000,304,português,Rocco,3.3,
Culpa,John T. Lescroart,9788532510730,8532510736,2005,480,português,Rocco,3.9,
Cupcake,Rachel Cohn,9788501079527,8501079529,2010,288,português,Galera,3.8,
Cura dos oito estagios da vida,Matthew Linn,9788587795151,8587795155,1988,237,português,Verus,4.6,
Curso Avançado de Violão,Raphael Maia,9788579300509,8579300509,2009,76,português,Universo,5,
Curso básico para resolver problemas,Ken Watanabe,9788575426654,8575426656,2011,128,português,Sextante,3.6,
Curso de inglês,Chris Tunwell,9788579301377,8579301378,2010,128,português,Universo,0,
Curso essencial de umbanda,Ademir Barbosa Junior,9788579302268,8579302269,2011,160,português,Universo,4.2,
Curso Intensivo sobre o Amor,Steve Ward e JoAnn Ward,9788575427507,8575427504,2012,128,português,Sextante,3,
Curso Prático de Memorização,Herbert Moroni,9788579302428,8579302420,2011,159,português,Universo,3.8,
Curso prático de redação,Janaina Azevedo,9788579301124,8579301122,2010,111,português,Universo,4.2,
Curvas Perigosas,Maitena,9788576651598,8576651599,2006,66,português,Planeta,4.1,
Da Criação ao Roteiro,Doc Comparato,9788532505590,8532505597,2000,487,português,Rocco,3.9,
Da dor nasce o amor,Dr. Fábio Augusto,9788575429204,8575429205,2013,160,português,Sextante,3.9,
"Dá trabalho ser feliz, mas vale a pena",Flávio Franklin,9788575423424,8575423428,2007,176,português,Sextante,2.7,
"Dança, Sexo e Gênero",Judith Lynne Hanna,9788532509871,8532509878,1999,417,português,Rocco,3,
Dançando com o inimigo,Paul Glaser,9788532529008,8532529003,2015,288,português,Rocco,4.4,
Dançando Pelada,Louise Rennison,9788532520739,8532520731,2006,186,português,Rocco,3.6,
Dançarinas,Margaret Atwood,9788532514684,8532514685,2003,216,português,Rocco,3.4,
Dark Eden,Patrick Carman,9788582350058,8582350058,2012,240,português,Gutenberg,3.6,
Davi e Golias,Malcolm Gladwell,9788543100326,8543100321,2014,288,português,Sextante,3.9,
De A a X,John Berger,9788532525239,8532525237,2010,224,português,Rocco,1,
De Agora em Diante uma Pessoa Diferente,Lama Surya Das,9788532521262,8532521266,2007,192,português,Rocco,4.8,
De Carona Com Restart,Restart,9788576659495,8576659492,2012,63,português,Planeta,4.4,
De Cinderela a Superexecutica,Cary J. Broussard,9788532522917,8532522912,2008,260,português,Rocco,5,
De cócoras,Silviano Santiago,9788532509949,8532509940,1999,118,português,Rocco,3.4,
De Corpo Inteiro,Clarice Lispector,9788532509543,8532509541,1999,210,português,Rocco,4.1,
De Ernesto a Che,Carlos Calica Ferrer,9788576654049,8576654040,2009,240,português,Planeta,4.1,
De frente para o Sol,Julian Barnes,9788532500304,8532500307,1986,208,português,Rocco,3.1,
De lagarta a borboleta,Maria Salette,9788587795618,8587795619,2004,75,português,Verus,3.6,
De Menina a Mulher,Drica Pinotti,9788576862475,8576862476,2013,164,português,Verus,3.2,
De Menina a Mulher 3,Drica Pinotti,9788561384463,8561384468,2008,176,português,Rocco,3.1,
De menina a mulher 5,Drica Pinotti,9788579800399,8579800390,2010,144,português,Rocco,3.6,
De Menina a Mulher IV,Drica Pinotti,9788561384609,8561384603,2009,184,português,Rocco,3.4,
De Olho no Cliente,David Freemantle,9788575424049,8575424041,2008,144,português,Sextante,3.6,
De Pai Para Filho,Harry H. Harrisson,9788575421307,8575421301,2004,94,português,Sextante,4,
De punhos cerrados,Pedro Bandeira,9788532518231,8532518230,2005,203,português,Rocco,3.7,
De Tarzan a Homer Simpson,Socrates Nolasco,9788532512499,8532512496,2001,318,português,Rocco,4,
De Volta ao Mosteiro,James C. Hunter,9788543101279,8543101271,2014,192,português,Sextante,4.2,
De Volta aos Sonhos,Bruna Vieira,9788582351857,8582351852,2014,205,português,Gutenberg,3.9,
Decifrando a Fortaleza Digital,Sérgio Pereira Couto,9788599187029,8599187023,2005,160,português,Universo,3.6,
Decolando para a felicidade,Ruy Marra,9788532523495,8532523498,2008,104,português,Rocco,4.3,
Deixe seu cérebro em forma,Corinne L. Gediman,9788575423868,857542386X,2008,271,português,Sextante,3.5,
Deixem que leiam,Genevieve Patte,9788532527561,8532527566,2012,336,português,Rocco,4.3,
Demônios do Paraíso,William C. Dietz,9788501402332,8501402338,2014,364,português,Galera,4.3,
Demonologia,Rick Moody,9788532515582,8532515584,2003,288,português,Rocco,3.1,
Departamento 19,Will Hill,9788579801365,8579801362,2012,516,português,Rocco,4.1,
Depois da fotografia,Natália Brizuela,9788532529404,8532529402,2014,256,português,Rocco,3.8,
Depois de Amanhã,Allan Folsom,9788532505156,8532505155,1995,527,português,Rocco,3.6,
Depois De Deus,DON CUPITT,9788532508447,8532508448,1999,141,português,Rocco,4,
Depois de você,Jojo Moyes,9788580578652,8580578655,2016,320,português,Intrínseca,0,
Depois de Você,Julie Buxbaum,9788532521910,8532521916,2011,320,português,Rocco,4.1,
Depois do anoitecer,Phillip Margolin,9788532506511,8532506518,1996,320,português,Rocco,3.9,
Descobrindo a alegria de viver,Salle Merrill Redfield,9788575421871,8575421875,2005,94,português,Sextante,3.4,
Descobrindo Sua Força Espiritual,James Van Praagh,9788575428993,8575428993,2013,128,português,Sextante,4.1,
Descorchados 2009,Patricia Tapia,9788576654322,8576654326,2017,471,português,,0,
Descubra sua essência espiritual,Iyanla Vanzant,9788575423196,8575423193,2008,144,português,Sextante,3.4,
"Desculpe, mãe!",Rita Ferro,9788576652519,857665251X,2007,253,português,Planeta,3.3,
Desejo,J. R. Ward,9788579302275,8579302277,2011,,inglês,Universo,4.1,
Desenvolva sua verdadeira vocação,Marcus Buckingham,9788575429457,8575429450,2013,112,português,Sextante,3.5,
Desespero - v.2,Stephen King,9788574796659,8574796654,2004,268,português,Planeta,4.6,
Design Emocional,Donald A. Norman,9788532523327,8532523323,2008,278,português,Rocco,4.2,
"Desmistificando a Síndrome do Pânico, depressão e principais fobias",Tatiana Tanaka,9788599187203,8599187201,2006,128,português,Universo,0,
Despedida em Veneza,Louis Begley,9788574796352,8574796352,2004,224,português,Planeta,2.7,
Desperdiçando Rima,Karina Buhr,9788568432143,856843214X,2015,192,português,Rocco,4,
Desperte a mulher poderosa que existe em você,Maria Melilo,9788579306877,8579306876,2014,144,português,Universo,3.7,
"Destino, liberdade e alma",Osho,9788576657750,8576657759,2011,240,português,Planeta,4.2,
Destinos Piores que a Morte,Kurt Vonnegut,9788532506535,8532506534,1996,240,português,Rocco,3.8,
Destrua Este Diário. Silvertape,Keri Smith,9788580575743,8580575745,2014,224,português,Intrínseca,3.6,
Desvendando o Egito,Sérgio Pereira Couto,9788599187722,8599187724,2007,128,português,Universo,3.5,
"DEUS DO AMANHÃ, O",Neale Donald Walsch,9788588477377,8588477378,2006,315,português,Rocco,4.2,
Deus e o diabo na terra do sol,José Carlos Avellar,9788532505378,8532505376,1995,118,português,Rocco,4.3,
Deus está comigo,Rosa Almada,9788575426623,8575426621,2011,96,português,Sextante,4,
Deus Existe?,Papa Bento XVI,9788576654681,8576654687,2009,128,português,Planeta,3.3,
Deus nunca dorme,Regina Brett,9788575426920,8575426923,2011,240,português,Sextante,4.5,
Deus Usa Batom,Karen Berg,9788532516022,8532516025,2008,254,português,Rocco,3.7,
Devoradores de Mortos,Michael Crichton,9788525417848,852541784X,2009,184,português,Rocco,4.1,
Devoradores de Mortos,Michael Crichton,9788532507167,8532507166,1997,162,português,Rocco,4.1,
Dexter - A mão esquerda de Deus,Jeff Lindsay,9788542200393,854220039X,2012,260,português,,0,
Dexter Design de um Assassino,Jeff Lindsay,9788542200225,8542200225,2012,268,português,,0,
Dez Leis Para Ser Feliz,Augusto Cury,9788575420560,8575420569,2003,128,português,Sextante,3.6,
Dez Mil,Andrea Kerbaker,9788532519221,8532519229,2007,84,português,Rocco,3.5,
Diablo III: Livro de Cain,Flint Dille,9788501402073,8501402079,2013,148,português,Galera,4.5,
Diálogos Criativos,Domenico de Masi,9788575423554,857542355X,2008,144,português,Sextante,4,
Diana ou a caçadora solitária,Carlos Fuentes,9788532505408,8532505406,1995,172,português,Rocco,2.3,
Diário,Chuck Palahniuk,9788532521125,8532521126,2007,239,português,Rocco,3.8,
Diário absolutamente verdadeiro de um índio de meio expediente,Sherman Alexie,9788501082749,8501082740,2009,312,português,Galera,4.2,
Diário de Classe: A Verdade,Isadora Faber,9788582351055,8582351054,2014,272,português,Gutenberg,4.2,
Diário de escola,Daniel Pennac,9788532523723,8532523722,2008,240,português,Rocco,3.5,
Diário de Fernando,Frei Betto,9788532524270,8532524273,2009,280,português,Rocco,4.2,
Diário de Luas,Carmen Moreno,9788532505248,8532505244,1995,88,português,Rocco,3,
Diário de um Combatente,Ernesto Che Guevara,9788576657972,857665797X,2012,376,português,Planeta,3.6,
Diário de um Magro,Mario Prata,9788576655763,8576655764,2011,142,português,Planeta,3.7,
Diário de um Skinhead,Antonio Salas,9788576652014,8576652013,2006,280,português,Planeta,3.7,
Diário de uma Garota Nada Popular,Rachel Renée Russell,9788576861034,8576861038,2010,282,português,Verus,3.9,
Diário de uma separação,Catherine Texier,9788532518606,8532518605,2005,181,português,Rocco,3.4,
Dias de Chuva e Tempestade,Nancy Pickard,9788580410471,8580410479,2012,227,português,Arqueiro,3.9,
Dias de Perdão,Michael Gregorio,9788576653103,8576653109,2007,424,português,Planeta,3.7,
Dias Raros,João Anzanello Carrascoza,9788576650225,8576650223,2004,106,português,Planeta,4.1,
Dicionário Secreto da Maçonaria,Sérgio Pereira Couto,9788599187173,8599187171,2006,127,português,Universo,3.4,
Dieta TNT,Adam Campbell,9788579300080,8579300088,2009,302,português,Universo,3.5,
"Dietas, escolha a sua",Marie-Laure André,9788576860464,8576860465,2009,283,português,Verus,3,
Digestão Perfeita,Deepak Chopra,9788532508393,8532508391,1998,136,português,Rocco,4,
Dirigindo com Platão,Robert Rowland Smith,9788532527707,8532527701,2012,224,português,Rocco,3,
DJ Pessoal,Dodô Azevedo,9788532521569,8532521568,2007,278,português,Rocco,3.6,
Do Amor Ausente,Paulo Roberto Pires,9788532511102,8532511104,2000,132,português,Rocco,3.1,
Do Cinetoscópio ao Cinema Digital,A. C. Gomes Mattos,9788532520548,8532520545,2006,232,português,Rocco,3.8,
Do mais longe do esquecimento,Patrick Modiano,9788532511737,8532511732,2000,118,português,Rocco,2.6,
Do Paraiso e do Poder,Robert Kagan,9788532515520,8532515525,2003,108,português,Rocco,4,
Do que os homens gostam,Dra. Laura Schlessinger,9788575421918,8575421913,2004,155,português,Sextante,2.9,
Do Rio de Janeiro e seus personagens,Clarice Lispector,9788579800610,8579800617,2011,144,português,Rocco,4,
Do universo à jabuticaba,Rubem Alves,9788576654971,8576654970,2010,255,português,Planeta,4.3,
Dobras no Tempo,George Smoot,9788532504944,8532504949,1995,344,português,Rocco,3.5,
Doce e Distante,Libba Bray,9788579800771,8579800773,2012,688,português,Rocco,4.1,
